t,t_rel,header.stamp,header.frame_id,header.stamp.sec,header.stamp.nanosec,child_frame_id,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w,roll_deg,pitch_deg,yaw_deg
1760387117.7383237,0.383466975,1760387113.677521,vicon/world,1760387113,677521083,vicon/x500_7/x500_7,0.1118067350481741,-0.2440441908551336,0.9249714180787668,7.885833057292645e-05,-0.0109213565233421,0.0304364302394401,0.9994770339869412,-0.029066206912778038,-1.2512152664092746,3.4888222258363206
1760387117.751065,0.396208229,1760387113.6868346,vicon/world,1760387113,686834571,vicon/x500_7/x500_7,0.1116364236737112,-0.2440404903364759,0.9249469678113544,-5.535441870756835e-05,-0.0126498265843124,0.0289811552553812,0.9994999106870088,-0.048365465001006906,-1.4488089981412757,3.322338214398448
1760387117.7781434,0.423286661,1760387113.6969073,vicon/world,1760387113,696907176,vicon/x500_7/x500_7,0.1117632377135074,-0.2441284895895727,0.9251199788506534,0.0003866781789735,-0.0108174927572957,0.0303983592307945,0.9994792504532084,0.006606924883729773,-1.2403916830803758,3.4840647409384604
1760387117.7962143,0.441357694,1760387113.7066293,vicon/world,1760387113,706629165,vicon/x500_7/x500_7,0.1116462161165138,-0.2442645332957297,0.925094054172754,0.0021466699718467,-0.0119049898002558,0.0293279109335268,0.9994966416482663,0.20591634887235866,-1.3708698261858276,3.35899551418604
1760387117.812929,0.458072199,1760387113.716869,vicon/world,1760387113,716869132,vicon/x500_7/x500_7,0.1116595724556004,-0.2442260684072996,0.9252210718459892,0.0002723756662683,-0.0108290158672192,0.0311473864594364,0.9994561013589294,-0.0074579961591247365,-1.2413081532280192,3.570095267623449
1760387117.8538404,0.498983646,1760387113.7269697,vicon/world,1760387113,726969744,vicon/x500_7/x500_7,0.1115582019715973,-0.2442518485629546,0.9252238779086676,0.0010745949488449,-0.0105310728461777,0.0302649399059612,0.9994858554091164,0.08657265174272874,-1.2099683425478867,3.4679165795445543
1760387117.873995,0.519138524,1760387113.736831,vicon/world,1760387113,736830906,vicon/x500_7/x500_7,0.1115373871000266,-0.2443041877722619,0.9252511054040834,0.0014044418799491,-0.0106187377534188,0.030350685119726,0.9994819187280444,0.12395080319704545,-1.2211643093173872,3.4773451721806645
1760387117.8961568,0.541299995,1760387113.7466333,vicon/world,1760387113,746633185,vicon/x500_7/x500_7,0.111402673710821,-0.2443588423285589,0.9251853797161476,0.0018585173795328,-0.0113323006728759,0.0301868877735453,0.9994783022563106,0.1737043104339501,-1.3044501329779303,3.4579388766690617
1760387117.9161274,0.561270593,1760387113.7568543,vicon/world,1760387113,756854444,vicon/x500_7/x500_7,0.1114439529568504,-0.2443906105237372,0.9253059783774372,0.0014181130587092,-0.0102275579121252,0.0310369946435957,0.9994649023242388,0.12606840536955663,-1.1764909775547239,3.556044186262072
1760387117.937994,0.583137417,1760387113.76676,vicon/world,1760387113,766759992,vicon/x500_7/x500_7,0.1112970816636516,-0.244276220345849,0.9252986294395626,0.000607376433397,-0.0115651396324227,0.0293666174802154,0.9995016160151626,0.03065512464526576,-1.3267693825238753,3.365521195754362
1760387117.9687564,0.613899641,1760387113.7824209,vicon/world,1760387113,782420831,vicon/x500_7/x500_7,0.1113714994347757,-0.2443678454396237,0.9254169146514726,0.0016206721504613,-0.0100687869015618,0.0307479889592859,0.9994751393241712,0.15017179994344707,-1.1589818147532618,3.5226798701754234
1760387118.0044358,0.649579052,1760387113.787217,vicon/world,1760387113,787216835,vicon/x500_7/x500_7,0.1113440034166881,-0.2443389158391932,0.9254255404213676,0.0010441709202533,-0.0097621722081971,0.0317383946625679,0.9994479896448388,0.08409872310853686,-1.1219143117470975,3.636914986872878
1760387118.0272615,0.6724048060000001,1760387113.796945,vicon/world,1760387113,796945385,vicon/x500_7/x500_7,0.1114910594167474,-0.2443401027425775,0.9254611081625992,0.0015322844514929,-0.0091677249008476,0.0318209025177855,0.9994503664952332,0.14208536079864814,-1.0556135262631698,3.6458711659315446
1760387118.050218,0.6953613980000001,1760387113.806681,vicon/world,1760387113,806680718,vicon/x500_7/x500_7,0.1113942493653563,-0.2443260269894439,0.9255152814311274,0.00159303248519,-0.0092431406018883,0.0313690530147109,0.9994638608335348,0.14925046910755843,-1.0644056045034014,3.593990302888437
